Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-12 21:32:12,87.178.214.214,154.175.95.77,10373,52341,TCP,1407,Control,HTTP,-,IoC Detected,84.05,,Malware,Known Pattern A,Blocked,Low,Biju Aurora,Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.2 (KHTML like Gecko) CriOS/19.0.870.0 Mobile/94J654 Safari/532.2,Segment C,Shanghai.Paris,119.131.245.217,Log Data,,Firewall
2024-05-12 16:41:23,124.114.58.167,106.4.78.198,23541,21989,TCP,641,Control,FTP,-,,13.63,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Rhea Shere,Mozilla/5.0 (Android 3.2.5; Mobile; rv:36.0) Gecko/36.0 Firefox/36.0,Segment B,Shanghai.West Bengal,140.153.237.165,,,Server
2024-05-12 18:21:04,73.179.254.147,110.47.159.201,36373,58357,TCP,347,Control,DNS,-,IoC Detected,35.87,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Saira Rau,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1) AppleWebKit/536.2 (KHTML like Gecko) Chrome/39.0.804.0 Safari/536.2,Segment B,Shanghai.London,26.105.213.21,,Alert Data,Firewall
2024-05-12 07:48:39,44.197.66.148,186.24.18.19,24560,43138,TCP,192,Data,DNS,-,,53.49,,DDoS,Known Pattern A,Blocked,Medium,Zoya Sarin,Opera/9.67.(Windows 98; is-IS) Presto/2.9.171 Version/11.00,Segment B,Anand.Shanghai,,,,Server
2024-05-12 04:01:43,62.186.197.67,75.230.84.241,44547,58287,TCP,1500,Control,HTTP,-,IoC Detected,96.02,Alert Triggered,Malware,Known Pattern A,Logged,High,Divij Maharaj,Opera/8.91.(X11; Linux x86_64; ks-IN) Presto/2.9.171 Version/12.00,Segment B,Thanjavur.Beijing,,Log Data,,Server
2024-05-12 19:37:02,55.77.76.140,247.148.173.11,54460,24192,UDP,1133,Control,DNS,-,,35.72,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Darshit Gara,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lzh-TW) AppleWebKit/532.33.3 (KHTML like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.33.3,Segment B,Vienna.Latur,,,Alert Data,Server
2024-05-12 08:51:12,129.6.171.45,88.249.91.56,51248,56800,ICMP,1075,Control,FTP,-,IoC Detected,96.44,,DDoS,Known Pattern B,Blocked,High,Zara Bedi,Opera/8.41.(Windows NT 5.1; gd-GB) Presto/2.9.173 Version/11.00,Segment C,Brussels.Los Angeles,243.176.216.69,Log Data,Alert Data,Firewall
2024-05-12 21:57:16,39.111.234.223,0.13.134.105,60829,34685,ICMP,1382,Data,DNS,-,,32.37,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Shayak Chauhan,Opera/9.36.(Windows NT 5.01; lv-LV) Presto/2.9.171 Version/12.00,Segment A,Chengdu.Madrid,118.203.35.198,,,Server
2024-05-12 03:45:19,9.152.15.189,48.208.201.94,33786,2924,ICMP,1020,Control,DNS,-,,79.63,,Malware,Known Pattern B,Ignored,Medium,Pari Tella,Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.0 (KHTML like Gecko) CriOS/14.0.852.0 Mobile/16Q193 Safari/532.0,Segment C,Firozabad.Gujarat,172.28.86.62,,Alert Data,Firewall
2024-05-12 00:08:58,241.47.70.97,198.101.218.188,6810,35049,TCP,1461,Data,HTTP,-,IoC Detected,15.86,,Intrusion,Known Pattern A,Ignored,Medium,Sana Contractor,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3 rv:3.0; hi-IN) AppleWebKit/533.1.3 (KHTML like Gecko) Version/4.0.5 Safari/533.1.3,Segment A,Xi'an.Chicago,,,,Server
2024-05-12 06:57:42,107.225.242.12,154.47.23.132,25138,53854,UDP,984,Control,DNS,-,,93.46,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mishti Walia,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2) AppleWebKit/534.1 (KHTML like Gecko) Chrome/18.0.890.0 Safari/534.1,Segment C,Beijing.Los Angeles,13.244.227.230,,Alert Data,Firewall
2024-05-12 17:35:04,244.191.192.32,10.128.53.199,20725,56663,TCP,113,Data,FTP,-,,91.08,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Tarini Deshmukh,Opera/9.53.(X11; Linux i686; fy-DE) Presto/2.9.163 Version/10.00,Segment B,Paris.Madrid,242.255.221.184,Log Data,Alert Data,Server
2024-05-12 23:30:34,26.120.113.140,214.119.114.81,47664,58275,ICMP,289,Data,DNS,-,IoC Detected,20.84,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Nakul Dube,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0 rv:2.0; raj-IN) AppleWebKit/535.19.3 (KHTML like Gecko) Version/5.0.4 Safari/535.19.3,Segment C,Beijing.Toronto,,Log Data,Alert Data,Firewall
2024-05-12 23:20:38,56.85.23.179,41.202.126.131,51959,50644,ICMP,885,Control,HTTP,-,IoC Detected,84.92,,Malware,Known Pattern A,Blocked,Low,Trisha Koshy,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ia-FR) AppleWebKit/534.5.1 (KHTML like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.5.1,Segment A,Toronto.Shanghai,215.41.10.57,Log Data,,Server
2024-05-12 06:05:23,67.224.98.6,241.89.190.97,25906,60557,TCP,1267,Data,FTP,-,,28.38,,DDoS,Known Pattern A,Ignored,Low,Kashvi Tara,Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.13.4 (KHTML like Gecko) Version/4.0 Safari/531.13.4,Segment C,Shimla.Karnataka,94.130.155.204,Log Data,,Firewall
2024-05-12 00:25:00,155.76.108.113,2.254.202.216,16948,22256,TCP,815,Data,DNS,-,IoC Detected,91.98,Alert Triggered,Malware,Known Pattern A,Ignored,High,Ritvik Deol,Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/531.1 (KHTML like Gecko) FxiOS/10.6h3860.0 Mobile/78R083 Safari/531.1,Segment C,Chongqing.Vienna,,Log Data,Alert Data,Server
2024-05-12 23:57:11,43.124.239.56,41.174.253.126,2975,13518,TCP,541,Control,FTP,-,,40.08,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Ranbir Dhawan,Opera/8.81.(Windows NT 5.2; sq-AL) Presto/2.9.178 Version/11.00,Segment A,Hangzhou.Madrid,55.150.46.9,,Alert Data,Server
2024-05-12 23:01:52,117.37.210.21,177.224.211.76,30617,5828,TCP,429,Control,FTP,-,IoC Detected,34.94,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Vardaniya Mammen,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.2 (KHTML like Gecko) Chrome/19.0.800.0 Safari/532.2,Segment C,Berlin.Houston,139.208.45.206,Log Data,Alert Data,Firewall
