Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-14 22:03:15,22.108.128.225,153.201.123.114,25230,29522,UDP,976,Data,HTTP,-,IoC Detected,20.89,,DDoS,Known Pattern A,Blocked,Low,Ahana  Kurian,Opera/8.55.(Windows NT 4.0; sr-ME) Presto/2.9.174 Version/10.00,Segment B,New York City.Amsterdam,,Log Data,,Firewall
2024-05-14 17:39:46,217.110.65.34,208.161.128.195,51416,30718,ICMP,489,Data,HTTP,-,,7.91,,DDoS,Known Pattern A,Blocked,Medium,Nirvi Deshmukh,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4; rv:1.9.4.20) Gecko/9804-01-30 02:47:20 Firefox/3.6.2,Segment A,Mexico City.Berlin,252.101.134.166,Log Data,Alert Data,Firewall
2024-05-14 08:51:07,108.223.83.253,235.103.245.232,38672,24269,TCP,665,Control,FTP,-,IoC Detected,98.24,,Malware,Known Pattern A,Logged,High,Fateh Ranganathan,Opera/9.37.(X11; Linux x86_64; ta-LK) Presto/2.9.184 Version/11.00,Segment B,Bhusawal.Gujarat,,,Alert Data,Server
2024-05-14 07:17:51,48.191.95.253,8.99.253.202,20980,61448,TCP,1009,Data,DNS,-,,23.3,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Nehmat Mann,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; raj-IN) AppleWebKit/532.44.6 (KHTML like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.44.6,Segment B,Toronto.Madrid,,,Alert Data,Server
2024-05-14 05:50:37,107.52.159.225,11.147.75.4,43581,28866,TCP,139,Control,FTP,-,,64.77,,Malware,Known Pattern A,Ignored,Medium,Suhana Varma,Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML like Gecko) Chrome/34.0.853.0 Safari/536.2,Segment A,Paris.Madrid,244.150.8.43,Log Data,Alert Data,Server
2024-05-14 07:48:18,166.209.251.96,217.232.209.221,8073,28185,UDP,173,Data,HTTP,-,IoC Detected,75.53,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Kiara Saha,Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML like Gecko) FxiOS/11.2w8167.0 Mobile/80X414 Safari/536.0,Segment A,Brussels.Chicago,20.139.62.246,Log Data,,Server
2024-05-14 21:28:53,90.161.88.153,109.172.98.3,62718,55885,TCP,95,Control,HTTP,-,,69.3,,Intrusion,Known Pattern A,Ignored,Low,Anika Chawla,Opera/8.35.(Windows NT 4.0; tig-ER) Presto/2.9.182 Version/12.00,Segment C,Chongqing.Brussels,,Log Data,,Firewall
2024-05-14 10:27:10,165.171.21.135,164.81.219.53,56042,62996,TCP,769,Control,FTP,-,IoC Detected,0.3,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Hansh Bandi,Opera/8.85.(X11; Linux i686; ff-SN) Presto/2.9.186 Version/11.00,Segment A,Anantapuram.Kerala,85.60.171.181,Log Data,,Server
2024-05-14 20:07:13,122.231.72.114,41.43.122.254,11554,8620,TCP,96,Control,HTTP,-,,18.49,,DDoS,Known Pattern B,Ignored,Low,Samiha Shetty,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; es-US) AppleWebKit/531.10.2 (KHTML like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.10.2,Segment C,Varanasi.Assam,1.2.157.223,,Alert Data,Firewall
2024-05-14 18:24:16,5.63.45.50,235.24.79.219,36702,3129,UDP,1018,Control,FTP,-,IoC Detected,19.2,,Malware,Known Pattern B,Blocked,Low,Hridaan Bir,Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.2 (KHTML like Gecko) Chrome/15.0.842.0 Safari/534.2,Segment C,Vienna.Vancouver,0.41.247.179,Log Data,,Server
