Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-22 17:40:57,122.70.172.147,218.94.94.125,44762,43123,UDP,294,Data,DNS,-,,95.1,,Intrusion,Known Pattern A,Logged,Medium,Lagan Grover,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.0 (KHTML like Gecko) Chrome/54.0.865.0 Safari/536.0,Segment A,Atlanta.London,188.205.130.104,Log Data,Alert Data,Firewall
2024-05-22 20:02:48,58.153.107.7,24.181.151.169,43199,36333,ICMP,527,Control,HTTP,-,,3.79,,DDoS,Known Pattern B,Blocked,Medium,Jivin Kunda,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; el-GR) AppleWebKit/531.31.5 (KHTML like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.31.5,Segment A,Bhusawal.Kerala,42.106.124.110,,,Server
2024-05-22 18:48:32,87.151.51.242,214.97.146.38,17837,15899,ICMP,181,Control,DNS,-,IoC Detected,87.07,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Anya Sastry,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML like Gecko) Chrome/16.0.834.0 Safari/534.0,Segment C,Chengdu.Madrid,151.2.245.147,Log Data,,Firewall
2024-05-22 14:02:18,139.184.142.78,158.163.245.210,40119,14259,TCP,1091,Data,FTP,-,,58.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Vritika Chada,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0) AppleWebKit/532.0 (KHTML like Gecko) Chrome/19.0.899.0 Safari/532.0,Segment A,Shanghai.Paris,,,Alert Data,Firewall
2024-05-22 14:24:11,231.40.137.57,0.44.91.212,56406,42131,UDP,1049,Control,HTTP,-,IoC Detected,80.39,,Intrusion,Known Pattern B,Ignored,Medium,Aradhya Rajan,Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.2 (KHTML like Gecko) CriOS/25.0.896.0 Mobile/04N967 Safari/531.2,Segment B,Madrid.Toronto,112.193.45.100,,,Firewall
2024-05-22 22:51:22,147.74.118.62,220.198.217.243,41109,62566,UDP,1068,Data,FTP,-,,73.2,,Intrusion,Known Pattern A,Logged,Low,Biju Saha,Opera/8.63.(X11; Linux i686; bg-BG) Presto/2.9.165 Version/10.00,Segment C,London.Vancouver,,,Alert Data,Firewall
2024-05-22 06:07:26,45.51.55.1,169.194.180.150,49575,62948,ICMP,1235,Control,HTTP,-,,81.22,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Oorja Krishna,Mozilla/5.0 (Android 4.1.2; Mobile; rv:55.0) Gecko/55.0 Firefox/55.0,Segment C,Nanjing.Brussels,,Log Data,Alert Data,Firewall
2024-05-22 23:05:31,251.22.123.33,115.24.76.105,32724,50948,TCP,1017,Control,HTTP,-,,43.59,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Jayesh Divan,Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.44.4 (KHTML like Gecko) Version/5.0.1 Safari/532.44.4,Segment A,Vienna.Vancouver,,Log Data,Alert Data,Firewall
2024-05-22 07:36:37,211.39.234.162,160.108.231.126,65045,54168,UDP,1489,Data,FTP,-,,63.45,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Lakshit Bir,Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.1 (KHTML like Gecko) FxiOS/15.0b8680.0 Mobile/14A547 Safari/536.1,Segment B,Houston.Athens,244.219.240.45,,,Firewall
2024-05-22 05:32:11,198.21.56.44,106.155.1.116,58876,22171,TCP,106,Data,FTP,-,IoC Detected,49.44,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Advika Bains,Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.1 (KHTML like Gecko) Chrome/43.0.850.0 Safari/536.1,Segment B,Houston.Rome,,,Alert Data,Server
