Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-17 03:56:04,226.232.142.2,236.212.0.129,36207,64381,TCP,1404,Data,DNS,-,,57.32,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Jhanvi Toor,Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML like Gecko) FxiOS/9.6v6802.0 Mobile/85J726 Safari/535.2,Segment B,Rajpur Sonarpur.Kerala,162.147.123.254,Log Data,,Server
2024-05-17 11:20:35,64.162.224.33,236.76.44.79,51543,57114,TCP,1117,Data,DNS,-,IoC Detected,54.6,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Taran Sarin,Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML like Gecko) Chrome/16.0.898.0 Safari/532.0,Segment B,Wuhan.Vienna,,Log Data,Alert Data,Firewall
2024-05-17 06:57:33,19.51.7.101,206.11.116.127,60127,36531,TCP,151,Data,HTTP,-,,89.51,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Rati Bahri,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cv-RU) AppleWebKit/534.18.4 (KHTML like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.18.4,Segment B,Shanghai.Sikkim,,,,Server
2024-05-17 15:13:17,14.94.138.186,148.50.95.144,11165,65100,TCP,1178,Data,DNS,-,,55.1,,DDoS,Known Pattern A,Ignored,Medium,Tushar Sur,Opera/9.89.(Windows 98; Win 9x 4.90; fi-FI) Presto/2.9.178 Version/12.00,Segment A,Amsterdam.Paris,,Log Data,,Firewall
2024-05-17 06:33:39,1.205.45.110,234.103.24.20,54652,39457,TCP,825,Control,FTP,-,IoC Detected,86.49,Alert Triggered,Malware,Known Pattern A,Logged,Low,Shlok Khare,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4883-07-26 05:23:22 Firefox/12.0,Segment B,Hangzhou.Latur,148.1.0.207,,,Firewall
2024-05-17 20:42:47,31.111.175.241,4.63.30.215,56544,28559,UDP,642,Data,FTP,-,,3.08,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Nitara Kapadia,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7779-01-09 09:25:11 Firefox/3.8,Segment C,Chongqing.Vienna,,,Alert Data,Server
2024-05-17 12:48:20,81.139.128.13,61.44.50.201,62979,50423,TCP,1492,Data,DNS,-,IoC Detected,44.3,,DDoS,Known Pattern A,Ignored,Low,Onkar Ramakrishnan,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML like Gecko) FxiOS/15.3x5231.0 Mobile/89H877 Safari/535.2,Segment A,Mexico City.Paris,,,,Firewall
2024-05-17 07:44:04,160.8.224.86,100.69.145.38,27284,16933,TCP,186,Data,FTP,-,,87.68,,DDoS,Known Pattern A,Ignored,Medium,Madhup Thakur,Opera/9.45.(Windows 95; mr-IN) Presto/2.9.185 Version/12.00,Segment B,Shenzhen.Madrid,,,Alert Data,Server
2024-05-17 06:37:48,144.88.11.235,49.195.147.232,26875,51529,TCP,1465,Data,HTTP,-,,92.52,Alert Triggered,Malware,Known Pattern A,Logged,High,Vritika Jani,Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML like Gecko) FxiOS/14.1g5678.0 Mobile/76H397 Safari/534.0,Segment B,Shenzhen.Vienna,203.44.100.157,Log Data,Alert Data,Server
2024-05-17 22:10:39,50.180.88.196,65.220.220.56,2519,9739,TCP,512,Control,FTP,-,IoC Detected,27.26,,Intrusion,Known Pattern A,Blocked,Low,Parinaaz Saxena,Opera/8.49.(X11; Linux i686; it-IT) Presto/2.9.175 Version/10.00,Segment C,Guangzhou.London,,Log Data,,Firewall
2024-05-17 13:28:12,34.171.144.242,37.211.97.21,40195,31854,TCP,302,Data,DNS,-,,79.33,,Intrusion,Known Pattern A,Ignored,High,Mamooty Raju,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8; rv:1.9.2.20) Gecko/7551-10-26 13:40:52 Firefox/3.8,Segment A,Beijing.Amsterdam,,,,Firewall
2024-05-17 03:46:03,47.142.241.29,133.198.112.179,27858,63906,TCP,1278,Control,FTP,-,,88.17,,DDoS,Known Pattern A,Blocked,High,Ojas Borde,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9; rv:1.9.4.20) Gecko/3992-07-18 12:05:23 Firefox/3.6.15,Segment C,Hangzhou.Brussels,,Log Data,,Firewall
2024-05-17 00:16:32,12.136.75.197,13.93.158.44,20856,3451,UDP,1159,Data,HTTP,-,,66.83,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Dhanuk Bala,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9634-05-23 02:18:53 Firefox/11.0,Segment B,Guwahati.Odisha,162.24.114.143,Log Data,,Firewall
2024-05-17 22:45:33,46.61.55.244,197.241.54.34,36675,48902,TCP,245,Control,DNS,-,IoC Detected,76.53,,Malware,Known Pattern A,Blocked,High,Nishith Chaudhry,Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML like Gecko) CriOS/39.0.813.0 Mobile/75Z534 Safari/532.2,Segment A,Rome.Atlanta,,Log Data,Alert Data,Firewall
2024-05-17 23:30:05,117.162.37.92,58.236.87.16,34233,24881,UDP,103,Data,FTP,-,IoC Detected,0.37,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Mahika Tailor,Opera/8.94.(Windows NT 5.01; nr-ZA) Presto/2.9.162 Version/12.00,Segment C,Agartala.Maharashtra,139.248.88.167,,,Server
2024-05-17 19:26:10,73.231.46.146,246.0.43.135,13923,24234,TCP,691,Data,HTTP,-,,59.86,,Malware,Known Pattern A,Blocked,Medium,Ela Bhakta,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; dz-BT) AppleWebKit/531.8.5 (KHTML like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.8.5,Segment A,Firozabad.Gujarat,145.228.202.89,,Alert Data,Firewall
2024-05-17 13:45:50,251.178.111.178,212.203.156.231,49579,18045,TCP,254,Control,HTTP,-,,7.87,,DDoS,Known Pattern B,Blocked,Medium,Amira Dugar,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:4.0; wo-SN) AppleWebKit/533.8.7 (KHTML like Gecko) Version/5.1 Safari/533.8.7,Segment C,Atlanta.Shanghai,,,,Server
2024-05-17 00:17:25,74.33.72.223,143.129.42.236,60205,48313,UDP,1143,Data,HTTP,-,IoC Detected,83.74,,DDoS,Known Pattern B,Blocked,Low,Siya Bobal,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; cy-GB) AppleWebKit/533.40.4 (KHTML like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.40.4,Segment B,Toronto.Madrid,75.120.197.215,Log Data,Alert Data,Firewall
2024-05-17 10:44:27,247.133.60.54,205.237.129.142,45737,45530,TCP,1242,Control,DNS,-,IoC Detected,2.81,,DDoS,Known Pattern B,Ignored,Medium,Kavya Hayre,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.2 (KHTML like Gecko) Chrome/62.0.820.0 Safari/534.2,Segment B,Paris.Madrid,221.63.159.234,,Alert Data,Server
2024-05-17 13:32:44,39.184.229.17,231.70.238.9,9803,54445,TCP,1451,Data,FTP,-,,19.7,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Vidur Bir,Opera/8.77.(Windows NT 6.0; am-ET) Presto/2.9.166 Version/10.00,Segment C,Los Angeles.Amsterdam,32.243.219.84,,Alert Data,Firewall
2024-05-17 22:12:58,87.238.4.237,8.167.133.6,19021,43079,TCP,387,Data,DNS,-,IoC Detected,40.33,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Diya Babu,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2613-01-29 04:21:41 Firefox/3.6.8,Segment A,Houston.Athens,,,Alert Data,Firewall
2024-05-17 23:35:28,148.27.106.46,19.186.200.255,29348,41518,ICMP,728,Data,FTP,-,,88.86,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Divij Deo,Mozilla/5.0 (Windows NT 4.0) AppleWebKit/535.1 (KHTML like Gecko) Chrome/16.0.853.0 Safari/535.1,Segment A,Bhusawal.Kerala,112.27.28.10,Log Data,,Server
2024-05-17 08:50:22,15.105.201.88,55.157.170.120,61195,44469,UDP,918,Control,DNS,-,IoC Detected,78.93,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Zara Mane,Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.6.3 (KHTML like Gecko) Version/5.0.2 Safari/534.6.3,Segment B,Giridih.Tripura,,,,Firewall
2024-05-17 00:14:26,240.157.21.50,212.112.217.140,5774,28368,TCP,188,Data,DNS,-,,31.2,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Faiyaz Talwar,Opera/8.93.(Windows NT 5.1; wal-ET) Presto/2.9.188 Version/11.00,Segment A,Amsterdam.New York City,,Log Data,,Server
2024-05-17 19:52:24,145.128.25.196,88.208.37.216,50786,60761,TCP,1327,Control,DNS,-,IoC Detected,1.78,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Lakshay Buch,Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.0 (KHTML like Gecko) Chrome/61.0.868.0 Safari/533.0,Segment B,Ajmer.Goa,41.52.168.100,,,Server
2024-05-17 15:06:50,199.102.108.19,196.191.145.139,50810,49000,TCP,1193,Data,FTP,-,IoC Detected,38.14,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Jiya Gill,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_9) AppleWebKit/532.2 (KHTML like Gecko) Chrome/59.0.878.0 Safari/532.2,Segment A,London.Vancouver,53.136.81.242,,,Firewall
2024-05-17 13:58:06,217.95.120.115,7.112.87.120,65073,40456,ICMP,800,Control,FTP,-,IoC Detected,24.77,,DDoS,Known Pattern A,Blocked,Low,Anaya Bhatti,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1 rv:5.0; sd-PK) AppleWebKit/532.28.5 (KHTML like Gecko) Version/4.0.5 Safari/532.28.5,Segment B,Paris.Beijing,,,,Server
2024-05-17 11:46:59,44.60.89.206,26.159.7.177,9278,46254,UDP,1432,Data,HTTP,-,IoC Detected,61.41,,DDoS,Known Pattern A,Logged,Medium,Mannat Manne,Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML like Gecko) Chrome/63.0.889.0 Safari/531.1,Segment B,Raebareli.West Bengal,,,,Server
2024-05-17 00:30:36,143.21.45.220,67.39.169.229,33899,28807,TCP,887,Control,FTP,-,IoC Detected,56.71,,DDoS,Known Pattern B,Blocked,Medium,Saksham Ahuja,Opera/8.64.(Windows NT 6.0; af-ZA) Presto/2.9.182 Version/10.00,Segment B,Berlin.Beijing,194.184.125.52,,Alert Data,Server
2024-05-17 01:30:34,234.164.104.113,67.62.11.102,37684,59792,UDP,1221,Data,FTP,-,,60.1,,Malware,Known Pattern B,Logged,Medium,Onkar Dalal,Opera/8.47.(X11; Linux x86_64; fil-PH) Presto/2.9.168 Version/10.00,Segment A,Toronto.Shanghai,117.25.99.57,,,Server
2024-05-17 12:20:20,221.120.215.136,20.6.46.176,12425,48183,ICMP,954,Control,HTTP,-,,4.4,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Renee Contractor,Opera/8.65.(Windows NT 5.1; fo-FO) Presto/2.9.167 Version/10.00,Segment C,Chengdu.London,154.136.244.59,,,Firewall
2024-05-17 18:49:01,17.183.52.175,220.100.93.11,38971,61495,TCP,945,Control,DNS,-,,23.14,,Intrusion,Known Pattern A,Ignored,Medium,Biju Raja,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_9 rv:5.0; sl-SI) AppleWebKit/531.32.6 (KHTML like Gecko) Version/4.0 Safari/531.32.6,Segment B,Bhalswa Jahangir Pur.Maharashtra,,Log Data,Alert Data,Firewall
2024-05-17 21:42:40,48.99.209.191,7.93.172.90,9031,29389,UDP,1001,Control,HTTP,-,IoC Detected,90.65,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Kimaya Mammen,Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.45.5 (KHTML like Gecko) Version/5.0.3 Safari/533.45.5,Segment B,Vienna.Chicago,,,,Firewall
2024-05-17 08:39:28,51.228.14.230,159.144.110.181,33893,46423,UDP,1315,Data,FTP,-,,59.07,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Mohanlal Dada,Opera/9.18.(Windows 98; apn-IN) Presto/2.9.167 Version/12.00,Segment B,Berlin.Houston,,,Alert Data,Server
2024-05-17 11:10:35,40.55.74.177,200.163.83.211,5865,37701,TCP,1338,Data,FTP,-,IoC Detected,83.27,,DDoS,Known Pattern A,Logged,Medium,Suhana Sengupta,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_9 rv:4.0; el-CY) AppleWebKit/533.49.5 (KHTML like Gecko) Version/5.0.2 Safari/533.49.5,Segment B,Amsterdam.Toronto,,,Alert Data,Server
2024-05-17 21:22:50,82.158.101.227,177.226.230.96,38670,54817,TCP,337,Control,DNS,-,IoC Detected,97.72,Alert Triggered,DDoS,Known Pattern B,Logged,High,Raunak Rama,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fa-IR) AppleWebKit/531.40.2 (KHTML like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.40.2,Segment B,Brussels.Los Angeles,243.169.43.119,,,Server
2024-05-17 15:51:51,238.111.225.122,173.252.102.190,37234,52608,TCP,1077,Control,HTTP,-,IoC Detected,40.01,,Intrusion,Known Pattern B,Blocked,Low,Sumer Gade,Mozilla/5.0 (Windows NT 4.0; ber-MA; rv:1.9.1.20) Gecko/3846-08-17 07:46:05 Firefox/3.6.3,Segment C,Nanjing.Brussels,,Log Data,Alert Data,Server
2024-05-17 06:32:58,242.57.219.180,177.231.133.126,63545,30833,TCP,577,Control,HTTP,-,,77.31,,DDoS,Known Pattern B,Ignored,High,Pihu Goyal,Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML like Gecko) FxiOS/9.2m9062.0 Mobile/43E604 Safari/535.2,Segment B,Ambattur.Bihar,,,,Server
2024-05-17 02:56:11,32.227.197.206,193.6.122.48,42368,64846,UDP,496,Data,FTP,-,IoC Detected,63.99,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Amira Din,Opera/8.32.(X11; Linux x86_64; sid-ET) Presto/2.9.187 Version/11.00,Segment A,Rome.New York City,0.178.46.161,Log Data,Alert Data,Server
2024-05-17 21:56:59,132.141.177.241,167.113.175.76,42390,56111,TCP,239,Data,FTP,-,,90.54,Alert Triggered,Malware,Known Pattern B,Blocked,High,Sahil Jaggi,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.2 (KHTML like Gecko) FxiOS/9.9w5751.0 Mobile/04H246 Safari/535.2,Segment A,Toronto.Shanghai,73.255.48.171,Log Data,Alert Data,Server
2024-05-17 01:26:28,174.227.251.215,146.20.17.152,36324,55165,TCP,865,Control,HTTP,-,IoC Detected,78.86,,Intrusion,Known Pattern B,Ignored,High,Shanaya Loyal,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4) AppleWebKit/535.1 (KHTML like Gecko) Chrome/47.0.850.0 Safari/535.1,Segment B,Beijing.Mizoram,239.96.220.16,Log Data,,Server
2024-05-17 18:26:32,195.189.23.119,110.26.79.199,41246,42705,TCP,68,Control,DNS,-,,57.23,Alert Triggered,Malware,Known Pattern A,Logged,Low,Anahita Sastry,Opera/9.37.(Windows NT 5.2; brx-IN) Presto/2.9.187 Version/12.00,Segment A,Paris.Amsterdam,132.108.70.233,,Alert Data,Firewall
2024-05-17 02:24:47,171.144.121.225,29.235.103.1,25417,4481,TCP,166,Control,HTTP,-,,24.95,,Intrusion,Known Pattern B,Blocked,Low,Ahana  Wable,Opera/9.47.(Windows NT 5.01; tl-PH) Presto/2.9.177 Version/12.00,Segment C,Toronto.Xi'an,,Log Data,,Server
