Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-24 08:58:06,234.179.179.60,28.233.43.12,38113,35478,ICMP,1358,Data,FTP,-,IoC Detected,41.93,,Malware,Known Pattern A,Blocked,Low,Ayesha Dyal,Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.2 (KHTML like Gecko) FxiOS/12.0d2185.0 Mobile/98W400 Safari/534.2,Segment B,Mexico City.Berlin,129.109.42.177,Log Data,,Server
2024-05-24 00:00:36,213.230.251.44,168.215.28.126,22325,63861,TCP,662,Control,HTTP,-,,78.17,Alert Triggered,Malware,Known Pattern B,Ignored,High,Kashvi Sem,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; nso-ZA) AppleWebKit/534.8.6 (KHTML like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.8.6,Segment C,Toronto.Xi'an,,Log Data,Alert Data,Firewall
2024-05-24 22:02:00,241.174.105.153,122.72.64.73,11348,14169,UDP,769,Data,DNS,-,IoC Detected,88.26,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Adira De,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:3.0; om-KE) AppleWebKit/533.13.5 (KHTML like Gecko) Version/5.0 Safari/533.13.5,Segment A,Rome.Beijing,,Log Data,,Firewall
2024-05-24 17:41:03,212.147.65.201,59.226.107.85,12890,33834,TCP,461,Control,DNS,-,IoC Detected,41.69,,Malware,Known Pattern B,Blocked,Medium,Anika Shere,Opera/9.64.(X11; Linux x86_64; mni-IN) Presto/2.9.164 Version/10.00,Segment C,Paris.London,,,,Firewall
2024-05-24 04:21:15,125.199.131.85,140.58.60.209,60849,18479,TCP,251,Data,HTTP,-,IoC Detected,95.18,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Purab Bora,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:5.0; lij-IT) AppleWebKit/532.16.6 (KHTML like Gecko) Version/4.1 Safari/532.16.6,Segment C,New York City.Sikkim,139.11.30.217,Log Data,Alert Data,Server
2024-05-24 19:29:05,185.255.240.139,20.105.188.202,12283,43448,TCP,896,Control,FTP,-,IoC Detected,90.71,,DDoS,Known Pattern B,Blocked,High,Anay Shenoy,Opera/9.84.(X11; Linux i686; tr-CY) Presto/2.9.163 Version/10.00,Segment B,Chandrapur.Sikkim,96.255.58.37,,,Server
2024-05-24 06:45:46,18.0.19.196,140.122.120.165,32447,22278,TCP,846,Data,DNS,-,,83.53,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Kashvi Hans,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:6.0; mk-MK) AppleWebKit/534.33.2 (KHTML like Gecko) Version/4.0 Safari/534.33.2,Segment B,Aizawl.New York City,88.39.190.120,,,Server
2024-05-24 16:38:03,120.75.193.96,73.41.102.147,21476,38097,TCP,194,Control,FTP,-,,29.32,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Saksham Chandran,Opera/8.91.(Windows NT 6.0; quz-PE) Presto/2.9.176 Version/11.00,Segment B,Shanghai.Paris,216.8.59.107,Log Data,,Server
2024-05-24 03:19:22,181.206.95.32,34.183.220.119,25994,61726,TCP,492,Data,DNS,-,IoC Detected,48.22,,DDoS,Known Pattern A,Logged,Low,Yuvaan Goel,Opera/8.37.(X11; Linux x86_64; apn-IN) Presto/2.9.168 Version/10.00,Segment C,Vancouver.Rome,,,,Firewall
2024-05-24 02:34:35,18.167.50.230,8.101.170.12,49522,20954,UDP,401,Data,HTTP,-,,91.24,,Malware,Known Pattern A,Blocked,Medium,Anaya Cherian,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8; rv:1.9.4.20) Gecko/8600-03-25 16:55:43 Firefox/3.8,Segment C,Toronto.Madrid,16.253.130.35,Log Data,Alert Data,Firewall
