Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-20 17:13:28,76.104.219.84,188.169.218.75,48293,37358,UDP,166,Control,FTP,-,,90.48,,DDoS,Known Pattern A,Blocked,Low,Alia Gour,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML like Gecko) Chrome/43.0.882.0 Safari/534.0,Segment A,Amsterdam.Toronto,,,Alert Data,Server
2024-05-20 12:04:26,93.62.129.209,101.190.89.155,10910,42609,TCP,825,Data,DNS,-,IoC Detected,74.85,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Arnav Hayer,Opera/9.60.(X11; Linux x86_64; sv-FI) Presto/2.9.175 Version/12.00,Segment B,Miami.Brussels,30.72.8.124,,Alert Data,Firewall
2024-05-20 08:53:31,95.104.36.63,136.156.199.132,33413,27579,UDP,441,Data,HTTP,-,,97.15,,DDoS,Known Pattern B,Logged,Medium,Kashvi Kala,Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML like Gecko) Chrome/15.0.867.0 Safari/531.0,Segment A,Houston.Athens,,Log Data,,Server
2024-05-20 17:44:13,198.174.232.108,231.110.190.208,23716,10969,TCP,1079,Data,HTTP,-,,1.5,,Intrusion,Known Pattern B,Ignored,Medium,Vedika Gokhale,Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/535.1 (KHTML like Gecko) Chrome/31.0.889.0 Safari/535.1,Segment A,Patiala.Uttar Pradesh,16.143.48.136,Log Data,Alert Data,Server
2024-05-20 04:34:04,202.88.184.73,172.83.137.223,57100,25971,TCP,462,Data,DNS,-,IoC Detected,93.29,,Malware,Known Pattern B,Logged,High,Tushar Thakkar,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; he-IL) AppleWebKit/535.47.2 (KHTML like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.47.2,Segment C,Raichur.Odisha,156.114.97.202,,Alert Data,Firewall
2024-05-20 01:52:16,223.197.187.85,177.147.213.59,12239,45202,TCP,803,Data,DNS,-,,90.77,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Chirag Bala,Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/531.0 (KHTML like Gecko) Chrome/36.0.822.0 Safari/531.0,Segment B,Beijing.Haryana,107.6.169.230,,Alert Data,Server
2024-05-20 23:22:28,207.197.80.30,180.140.146.110,17432,38323,TCP,806,Control,HTTP,-,,53.29,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Shanaya Chanda,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0 rv:6.0; aa-DJ) AppleWebKit/531.3.7 (KHTML like Gecko) Version/4.1 Safari/531.3.7,Segment B,Madrid.Chicago,,,Alert Data,Firewall
2024-05-20 20:19:55,136.13.116.49,41.204.96.61,39080,9172,TCP,690,Control,DNS,-,,79.5,,Intrusion,Known Pattern A,Ignored,High,Zoya Dube,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.2.20) Gecko/9191-01-10 20:25:51 Firefox/3.8,Segment C,Amsterdam.Houston,217.179.7.140,,Alert Data,Firewall
2024-05-20 22:29:00,4.186.83.24,80.68.104.90,18433,15215,UDP,1237,Control,HTTP,-,,8.31,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Prerak Chauhan,Opera/8.34.(X11; Linux x86_64; ar-MA) Presto/2.9.173 Version/12.00,Segment A,Chengdu.Madrid,,,,Server
2024-05-20 09:12:18,114.97.29.130,37.190.16.75,6470,2291,TCP,1152,Data,DNS,-,IoC Detected,48.45,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Dishani Tak,Mozilla/5.0 (Windows NT 5.01) AppleWebKit/531.1 (KHTML like Gecko) Chrome/13.0.844.0 Safari/531.1,Segment B,Chengdu.Toronto,167.170.29.195,,,Server
2024-05-20 02:41:43,242.225.119.50,130.151.101.9,12893,31173,TCP,1033,Data,HTTP,-,,81.66,,Intrusion,Known Pattern B,Blocked,High,Ira Virk,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML like Gecko) Chrome/50.0.856.0 Safari/535.2,Segment A,Hospet.Paris,,,,Firewall
2024-05-20 10:48:55,243.52.29.208,79.10.244.56,58024,15066,TCP,989,Control,FTP,-,,85.68,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Ojas Shankar,Opera/9.65.(Windows NT 6.2; ja-JP) Presto/2.9.162 Version/10.00,Segment B,Nanjing.Houston,195.101.171.160,,,Server
2024-05-20 18:25:49,235.83.234.141,161.139.95.114,44292,14416,TCP,278,Control,HTTP,-,,22.11,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Ehsaan Gade,Opera/9.73.(X11; Linux i686; km-KH) Presto/2.9.189 Version/10.00,Segment B,Berlin.Atlanta,,,,Firewall
2024-05-20 23:31:36,158.251.179.244,250.249.139.156,5235,50910,UDP,822,Data,HTTP,-,,44.52,,Malware,Known Pattern A,Blocked,Medium,Gatik Desai,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4589-04-04 18:09:02 Firefox/3.8,Segment A,Ichalkaranji.Paris,,Log Data,,Firewall
2024-05-20 22:54:03,128.138.248.82,249.32.83.193,56020,51407,TCP,1452,Control,DNS,-,,27.57,,Malware,Known Pattern B,Blocked,Low,Bhavin Sandal,Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.7.3 (KHTML like Gecko) Version/4.0 Safari/532.7.3,Segment B,Montreal.Beijing,180.39.136.192,Log Data,,Server
2024-05-20 13:50:45,207.151.109.42,3.70.147.248,28313,49235,TCP,1263,Control,DNS,-,IoC Detected,89.57,,Intrusion,Known Pattern A,Ignored,High,Nishith Kulkarni,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_2 rv:2.0; uz-UZ) AppleWebKit/534.9.6 (KHTML like Gecko) Version/5.0.3 Safari/534.9.6,Segment C,Beijing.Himachal Pradesh,206.119.53.243,,,Server
2024-05-20 14:49:00,13.49.19.132,222.121.249.186,39394,30077,TCP,1275,Control,FTP,-,IoC Detected,98.56,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Indranil Sastry,Opera/8.96.(Windows NT 10.0; aa-DJ) Presto/2.9.169 Version/12.00,Segment A,Eluru.Rajasthan,,,Alert Data,Server
2024-05-20 15:30:53,6.23.37.209,73.193.212.245,11095,53992,TCP,859,Data,DNS,-,IoC Detected,95.83,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Anya Mangal,Mozilla/5.0 (Windows 98; Win 9x 4.90; cv-RU; rv:1.9.0.20) Gecko/9665-02-10 19:35:19 Firefox/3.8,Segment A,Hangzhou.Vienna,,Log Data,Alert Data,Firewall
2024-05-20 10:25:48,142.206.90.39,207.43.93.67,47721,32382,TCP,589,Data,DNS,-,,19.46,,DDoS,Known Pattern A,Logged,Medium,Hansh Sampath,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5339-11-17 19:37:15 Firefox/3.8,Segment A,Gandhidham.Madhya Pradesh,,,Alert Data,Server
2024-05-20 18:56:19,192.79.12.68,97.28.129.0,9482,17007,TCP,92,Control,FTP,-,,2.72,,DDoS,Known Pattern B,Ignored,Low,Abram Subramanian,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/3874-11-19 00:48:46 Firefox/3.8,Segment B,London.Beijing,17.53.163.193,Log Data,,Server
2024-05-20 06:52:59,100.179.67.51,142.114.110.194,32937,6477,UDP,1413,Control,FTP,-,,32.67,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Kashvi Khatri,Opera/8.83.(Windows 98; da-DK) Presto/2.9.174 Version/11.00,Segment C,Cuttack.Chhattisgarh,248.12.80.37,Log Data,Alert Data,Server
2024-05-20 20:49:47,113.39.14.146,10.238.107.173,6837,47413,TCP,458,Control,DNS,-,IoC Detected,14.28,,DDoS,Known Pattern B,Ignored,Low,Manjari Balan,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1 rv:2.0; mr-IN) AppleWebKit/535.5.1 (KHTML like Gecko) Version/5.0 Safari/535.5.1,Segment B,Cuttack.Chhattisgarh,,,,Server
2024-05-20 22:29:45,121.121.196.2,16.228.33.105,5132,9904,TCP,433,Data,HTTP,-,IoC Detected,77.75,,Intrusion,Known Pattern A,Ignored,Low,Madhup Dar,Mozilla/5.0 (Windows NT 5.0; ts-ZA; rv:1.9.1.20) Gecko/3963-07-22 13:40:20 Firefox/3.6.5,Segment B,London.Toronto,124.198.118.208,Log Data,Alert Data,Server
2024-05-20 15:42:25,221.155.74.58,155.60.126.145,57295,4356,TCP,1492,Data,DNS,-,IoC Detected,21.22,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Tara Krishnan,Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.1 (KHTML like Gecko) CriOS/36.0.802.0 Mobile/14U485 Safari/533.1,Segment C,Rome.Atlanta,227.119.1.24,,Alert Data,Firewall
2024-05-20 12:44:31,117.252.60.253,53.163.171.184,28251,24977,ICMP,450,Data,DNS,-,,63.83,,DDoS,Known Pattern B,Ignored,Medium,Ivana Sridhar,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4754-06-27 01:18:39 Firefox/3.8,Segment C,Amsterdam.Houston,152.36.213.63,Log Data,,Server
2024-05-20 08:48:05,143.122.174.210,84.56.250.172,11738,21505,UDP,970,Data,HTTP,-,,54.48,,Intrusion,Known Pattern A,Ignored,Low,Rasha Bali,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lt-LT) AppleWebKit/535.1.6 (KHTML like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.1.6,Segment B,Montreal.Atlanta,,Log Data,Alert Data,Firewall
2024-05-20 04:23:20,100.33.93.202,149.128.8.130,18382,40770,TCP,782,Control,HTTP,-,IoC Detected,85.93,,Intrusion,Known Pattern A,Blocked,Medium,Krish Ravel,Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.32.2 (KHTML like Gecko) Version/4.0 Safari/534.32.2,Segment B,New York City.Amsterdam,32.59.144.178,Log Data,,Firewall
2024-05-20 12:53:38,87.162.201.198,60.59.140.115,21188,28911,TCP,841,Data,HTTP,-,,96.89,,DDoS,Known Pattern B,Ignored,High,Devansh Master,Mozilla/5.0 (Linux; Android 2.3.7) AppleWebKit/533.2 (KHTML like Gecko) Chrome/52.0.877.0 Safari/533.2,Segment B,Wuhan.Amsterdam,,Log Data,,Server
